GeoId,Geography,LEAID,Year,Iteration,DP05.2_33est,DP05.2_33moe,DP05.2_34est,DP05.2_34moe,DP05.2_34pct,DP05.2_34pctmoe,DP05.2_35est,DP05.2_35moe,DP05.2_35pct,DP05.2_35pctmoe,DP05.2_36est,DP05.2_36moe,DP05.2_36pct,DP05.2_36pctmoe,DP05.2_37est,DP05.2_37moe,DP05.2_37pct,DP05.2_37pctmoe,DP05.2_38est,DP05.2_38moe,DP05.2_38pct,DP05.2_38pctmoe,DP05.2_39est,DP05.2_39moe,DP05.2_39pct,DP05.2_39pctmoe,DP05.2_40est,DP05.2_40moe,DP05.2_40pct,DP05.2_40pctmoe,DP05.2_41est,DP05.2_41moe,DP05.2_41pct,DP05.2_41pctmoe,DP05.2_42est,DP05.2_42moe,DP05.2_42pct,DP05.2_42pctmoe,DP05.2_43est,DP05.2_43moe,DP05.2_43pct,DP05.2_43pctmoe,DP05.2_44est,DP05.2_44moe,DP05.2_44pct,DP05.2_44pctmoe,DP05.2_45est,DP05.2_45moe,DP05.2_45pct,DP05.2_45pctmoe,DP05.2_46est,DP05.2_46moe,DP05.2_46pct,DP05.2_46pctmoe,DP05.2_47est,DP05.2_47moe,DP05.2_47pct,DP05.2_47pctmoe,DP05.2_48est,DP05.2_48moe,DP05.2_48pct,DP05.2_48pctmoe,DP05.2_49est,DP05.2_49moe,DP05.2_49pct,DP05.2_49pctmoe,DP05.2_50est,DP05.2_50moe,DP05.2_50pct,DP05.2_50pctmoe,DP05.2_51est,DP05.2_51moe,DP05.2_51pct,DP05.2_51pctmoe,DP05.2_52est,DP05.2_52moe,DP05.2_52pct,DP05.2_52pctmoe,DP05.2_53est,DP05.2_53moe,DP05.2_53pct,DP05.2_53pctmoe,DP05.2_54est,DP05.2_54moe,DP05.2_54pct,DP05.2_54pctmoe,DP05.2_55est,DP05.2_55moe,DP05.2_55pct,DP05.2_55pctmoe,DP05.2_56est,DP05.2_56moe,DP05.2_56pct,DP05.2_56pctmoe,DP05.2_57est,DP05.2_57moe,DP05.2_57pct,DP05.2_57pctmoe,DP05.2_58est,DP05.2_58moe,DP05.2_58pct,DP05.2_58pctmoe,DP05.2_59est,DP05.2_59moe,DP05.2_59pct,DP05.2_59pctmoe,DP05.2_60est,DP05.2_60moe,DP05.2_60pct,DP05.2_60pctmoe,DP05.2_61est,DP05.2_61moe,DP05.2_61pct,DP05.2_61pctmoe,DP05.2_62est,DP05.2_62moe,DP05.2_62pct,DP05.2_62pctmoe,DP05.2_63est,DP05.2_63moe,DP05.2_64est,DP05.2_64moe,DP05.2_64pct,DP05.2_64pctmoe,DP05.2_65est,DP05.2_65moe,DP05.2_65pct,DP05.2_65pctmoe,DP05.2_66est,DP05.2_66moe,DP05.2_66pct,DP05.2_66pctmoe,DP05.2_67est,DP05.2_67moe,DP05.2_67pct,DP05.2_67pctmoe,DP05.2_68est,DP05.2_68moe,DP05.2_68pct,DP05.2_68pctmoe,DP05.2_69est,DP05.2_69moe,DP05.2_69pct,DP05.2_69pctmoe
97000US3602370,"Addison Central School District, NY",3602370,2014-2018,1,6899,285,6812,293,98.7,0.6,87,39,1.3,0.6,6812,293,98.7,0.6,6734,293,97.6,0.9,22,18,0.3,0.3,12,15,0.2,0.2,2,4,0,0.1,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,4,6,0.1,0.1,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,4,6,0.1,0.1,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,40,37,0.6,0.5,87,39,1.3,0.6,13,9,0.2,0.1,64,36,0.9,0.5,8,13,0.1,0.2,0,17,0,0.5,6899,285,6821,285,98.9,0.7,35,20,0.5,0.3,76,38,1.1,0.6,12,15,0.2,0.2,0,17,0,0.5,42,38,0.6,0.5
97000US3605040,"Adirondack Central School District, NY",3605040,2014-2018,1,8429,350,8311,330,98.6,0.7,118,62,1.4,0.7,8311,330,98.6,0.7,8182,316,97.1,1.6,29,26,0.3,0.3,8,13,0.1,0.2,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,73,79,0.9,0.9,21,34,0.2,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,52,59,0.6,0.7,7,11,0.1,0.1,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,7,11,0.1,0.1,12,16,0.1,0.2,118,62,1.4,0.7,49,43,0.6,0.5,22,18,0.3,0.2,7,11,0.1,0.1,0,17,0,0.4,8429,350,8300,327,98.5,1.1,83,56,1,0.7,35,23,0.4,0.3,80,88,0.9,1,15,22,0.2,0.3,39,52,0.5,0.6
97000US3602400,"Afton Central School District, NY",3602400,2014-2018,1,3712,299,3682,299,99.2,0.5,30,20,0.8,0.5,3682,299,99.2,0.5,3607,301,97.2,1.4,51,36,1.4,1,17,16,0.5,0.5,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,7,14,0.2,0.4,0,12,0,0.9,7,14,0.2,0.4,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,30,20,0.8,0.5,9,11,0.2,0.3,18,20,0.5,0.5,0,12,0,0.9,0,12,0,0.9,3712,299,3637,301,98,1.2,60,38,1.6,1,35,27,0.9,0.7,10,15,0.3,0.4,0,12,0,0.9,3,5,0.1,0.1
97000US3602430,"Akron Central School District, NY",3602430,2014-2018,1,9498,617,9342,618,98.4,1.1,156,102,1.6,1.1,9342,618,98.4,1.1,8662,604,91.2,1.8,105,85,1.1,0.9,382,111,4,1.2,0,17,0,0.3,20,23,0.2,0.2,0,17,0,0.3,0,17,0,0.3,111,80,1.2,0.8,0,17,0,0.3,40,27,0.4,0.3,28,33,0.3,0.3,14,23,0.1,0.2,0,17,0,0.3,0,17,0,0.3,29,40,0.3,0.4,0,17,0,0.3,0,17,0,0.3,0,17,0,0.3,0,17,0,0.3,0,17,0,0.3,82,72,0.9,0.8,156,102,1.6,1.1,43,48,0.5,0.5,106,74,1.1,0.8,0,17,0,0.3,0,17,0,0.3,9498,617,8818,606,92.8,1.6,148,113,1.6,1.2,488,139,5.1,1.5,111,80,1.2,0.8,0,17,0,0.3,89,71,0.9,0.8
97000US3602460,"Albany City School District, NY",3602460,2014-2018,1,97889,68,92622,838,94.6,0.9,5267,840,5.4,0.9,92622,838,94.6,0.9,53066,1314,54.2,1.3,29258,1222,29.9,1.2,246,140,0.3,0.1,0,28,0,0.1,4,8,0,0.1,0,28,0,0.1,0,28,0,0.1,6810,766,7,0.8,992,349,1,0.4,1647,523,1.7,0.5,1030,420,1.1,0.4,165,79,0.2,0.1,425,233,0.4,0.2,114,83,0.1,0.1,2437,723,2.5,0.7,23,33,0,0.1,16,31,0,0.1,0,28,0,0.1,0,28,0,0.1,7,13,0,0.1,3219,894,3.3,0.9,5267,840,5.4,0.9,2663,514,2.7,0.5,167,71,0.2,0.1,582,260,0.6,0.3,463,243,0.5,0.2,97889,68,57224,1512,58.5,1.5,33359,1072,34.1,1.1,1267,397,1.3,0.4,7835,779,8,0.8,170,97,0.2,0.1,3986,997,4.1,1
97000US3602520,"Albion Central School District, NY",3602520,2014-2018,1,14690,276,14381,319,97.9,1.2,309,178,2.1,1.2,14381,319,97.9,1.2,12144,409,82.7,2.3,1813,359,12.3,2.5,35,30,0.2,0.2,0,19,0,0.2,0,19,0,0.2,0,19,0,0.2,0,19,0,0.2,49,32,0.3,0.2,0,19,0,0.2,0,19,0,0.2,10,15,0.1,0.1,22,22,0.1,0.1,0,19,0,0.2,4,6,0,0.1,13,19,0.1,0.1,0,19,0,0.2,0,19,0,0.2,0,19,0,0.2,0,19,0,0.2,0,19,0,0.2,340,226,2.3,1.5,309,178,2.1,1.2,182,184,1.2,1.3,92,61,0.6,0.4,0,19,0,0.2,12,17,0.1,0.1,14690,276,12441,471,84.7,2.8,2016,299,13.7,2.1,148,71,1,0.5,49,32,0.3,0.2,0,19,0,0.2,354,226,2.4,1.5
97000US3602550,"Alden Central School District, NY",3602550,2014-2018,1,12904,659,12774,653,99,0.7,130,86,1,0.7,12774,653,99,0.7,11382,761,88.2,2.8,1156,307,9,2.5,79,50,0.6,0.4,0,19,0,0.3,0,19,0,0.3,0,19,0,0.3,0,19,0,0.3,64,89,0.5,0.7,63,90,0.5,0.7,0,19,0,0.3,0,19,0,0.3,0,19,0,0.3,0,19,0,0.3,1,3,0,0.1,0,19,0,0.3,12,20,0.1,0.2,0,19,0,0.3,0,19,0,0.3,12,20,0.1,0.2,0,19,0,0.3,81,51,0.6,0.4,130,86,1,0.7,55,74,0.4,0.6,10,15,0.1,0.1,0,19,0,0.3,10,18,0.1,0.1,12904,659,11493,762,89.1,2.7,1267,323,9.8,2.6,123,72,1,0.6,77,92,0.6,0.7,25,30,0.2,0.2,99,63,0.8,0.5
97000US3602580,"Alexander Central School District, NY",3602580,2014-2018,1,5554,376,5546,378,99.9,0.1,8,8,0.1,0.1,5546,378,99.9,0.1,5475,379,98.6,0.8,21,17,0.4,0.3,15,18,0.3,0.3,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,35,39,0.6,0.7,8,8,0.1,0.1,3,6,0.1,0.1,0,17,0,0.6,0,17,0,0.6,0,17,0,0.6,5554,376,5478,379,98.6,0.8,29,18,0.5,0.3,15,18,0.3,0.3,5,8,0.1,0.1,0,17,0,0.6,35,39,0.6,0.7
97000US3602670,"Alexandria Central School District, NY",3602670,2014-2018,1,3742,144,3705,150,99,0.9,37,35,1,0.9,3705,150,99,0.9,3630,164,97,1.7,58,43,1.5,1.2,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,8,12,0.2,0.3,0,12,0,0.9,0,12,0,0.9,8,12,0.2,0.3,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,9,15,0.2,0.4,37,35,1,0.9,0,12,0,0.9,7,7,0.2,0.2,0,12,0,0.9,0,12,0,0.9,3742,144,3666,156,98,1.2,59,43,1.6,1.2,7,7,0.2,0.2,8,12,0.2,0.3,13,23,0.3,0.6,26,38,0.7,1
97000US3602700,"Alfred-Almond Central School District, NY",3602700,2014-2018,1,7306,216,7203,215,98.6,0.6,103,47,1.4,0.6,7203,215,98.6,0.6,6441,252,88.2,2.2,333,110,4.6,1.5,21,23,0.3,0.3,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,261,80,3.6,1.1,90,61,1.2,0.8,92,44,1.3,0.6,46,33,0.6,0.4,18,16,0.2,0.2,8,15,0.1,0.2,7,13,0.1,0.2,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,147,61,2,0.8,103,47,1.4,0.6,27,27,0.4,0.4,4,5,0.1,0.1,40,31,0.5,0.4,12,17,0.2,0.2,7306,216,6518,249,89.2,2,377,119,5.2,1.6,43,32,0.6,0.4,310,90,4.2,1.2,9,13,0.1,0.2,158,66,2.2,0.9
97000US3600015,"Allegany-Limestone Central School District, NY",3600015,2014-2018,1,9211,207,9112,214,98.9,0.6,99,55,1.1,0.6,9112,214,98.9,0.6,8631,225,93.7,1.2,155,56,1.7,0.6,39,33,0.4,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,170,67,1.8,0.7,50,30,0.5,0.3,59,42,0.6,0.5,3,6,0,0.1,0,17,0,0.4,41,45,0.4,0.5,14,12,0.2,0.1,3,5,0,0.1,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,117,53,1.3,0.6,99,55,1.1,0.6,26,20,0.3,0.2,57,47,0.6,0.5,0,17,0,0.4,0,17,0,0.4,9211,207,8727,221,94.7,1.1,181,58,2,0.6,96,55,1,0.6,173,67,1.9,0.7,0,17,0,0.4,133,57,1.4,0.6
97000US3602820,"Altmar-Parish-Williamstown Central School District, NY",3602820,2014-2018,1,7208,284,7083,288,98.3,0.6,125,44,1.7,0.6,7083,288,98.3,0.6,7016,288,97.3,0.8,18,14,0.2,0.2,11,9,0.2,0.1,4,5,0.1,0.1,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,28,20,0.4,0.3,0,17,0,0.4,11,15,0.2,0.2,4,6,0.1,0.1,0,17,0,0.4,10,8,0.1,0.1,0,17,0,0.4,3,4,0,0.1,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,10,17,0.1,0.2,125,44,1.7,0.6,28,21,0.4,0.3,63,38,0.9,0.5,18,18,0.2,0.3,0,17,0,0.4,7208,284,7136,285,99,0.4,54,29,0.7,0.4,79,35,1.1,0.5,54,37,0.7,0.5,0,17,0,0.4,18,17,0.2,0.2
97000US3602880,"Amagansett Union Free School District, NY",3602880,2014-2018,1,862,232,857,232,99.4,0.9,5,7,0.6,0.9,857,232,99.4,0.9,839,235,97.3,2.4,8,12,0.9,1.5,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,0,12,0,3.7,10,13,1.2,1.6,5,7,0.6,0.9,0,12,0,3.7,0,12,0,3.7,5,7,0.6,0.9,0,12,0,3.7,862,232,844,235,97.9,2.2,8,12,0.9,1.5,0,12,0,3.7,5,7,0.6,0.9,0,12,0,3.7,10,13,1.2,1.6
97000US3602920,"Amherst Central School District, NY",3602920,2014-2018,1,24587,845,23599,861,96,1.5,988,365,4,1.5,23599,861,96,1.5,19633,898,79.9,3.3,2530,724,10.3,2.9,192,162,0.8,0.7,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,1030,353,4.2,1.4,279,186,1.1,0.8,233,110,0.9,0.4,70,97,0.3,0.4,18,24,0.1,0.1,83,61,0.3,0.2,70,65,0.3,0.3,277,258,1.1,1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,214,179,0.9,0.7,988,365,4,1.5,637,334,2.6,1.3,145,103,0.6,0.4,153,124,0.6,0.5,7,14,0,0.1,24587,845,20614,888,83.8,3.1,3174,763,12.9,3,358,197,1.5,0.8,1204,383,4.9,1.5,7,14,0,0.1,239,173,1,0.7
97000US3602940,"Amityville Union Free School District, NY",3602940,2014-2018,1,25739,1513,24680,1797,95.9,2.7,1059,681,4.1,2.7,24680,1797,95.9,2.7,12125,1114,47.1,4.4,8873,1344,34.5,4.5,13,35,0.1,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,267,155,1,0.6,150,141,0.6,0.6,49,48,0.2,0.2,22,36,0.1,0.1,6,24,0,0.1,17,26,0.1,0.1,15,24,0.1,0.1,8,16,0,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,3402,1156,13.2,4.2,1059,681,4.1,2.7,110,70,0.4,0.3,441,550,1.7,2.2,80,90,0.3,0.3,194,275,0.8,1,25739,1513,12930,1031,50.2,4.7,9266,1359,36,4.4,679,611,2.6,2.4,377,204,1.5,0.8,38,49,0.1,0.2,3556,1150,13.8,4.2
97000US3602970,"Amsterdam City School District, NY",3602970,2014-2018,1,25609,252,24643,373,96.2,1.1,966,286,3.8,1.1,24643,373,96.2,1.1,20892,507,81.6,1.7,819,229,3.2,0.9,26,30,0.1,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,121,77,0.5,0.3,53,61,0.2,0.2,30,32,0.1,0.1,0,22,0,0.1,13,22,0.1,0.1,0,22,0,0.1,0,22,0,0.1,25,24,0.1,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,0,22,0,0.1,2785,460,10.9,1.8,966,286,3.8,1.1,350,172,1.4,0.7,117,73,0.5,0.3,51,53,0.2,0.2,0,22,0,0.1,25609,252,21682,544,84.7,1.9,1361,259,5.3,1,188,76,0.7,0.3,235,128,0.9,0.5,6,10,0,0.1,3166,436,12.4,1.7
97000US3603000,"Andes Central School District, NY",3603000,2014-2018,1,919,130,880,131,95.8,3.9,39,37,4.2,3.9,880,131,95.8,3.9,871,130,94.8,4.2,0,12,0,3.5,4,6,0.4,0.7,0,12,0,3.5,0,12,0,3.5,0,12,0,3.5,0,12,0,3.5,5,8,0.5,0.8,0,12,0,3.5,0,12,0,3.5,0,12,0,3.5,0,12,0,3.5,5,8,0.5,0.8,0,12,0,3.5,0,12,0,3.5,0,12,0,3.5,0,12,0,3.5,0,12,0,3.5,0,12,0,3.5,0,12,0,3.5,0,12,0,3.5,39,37,4.2,3.9,2,5,0.2,0.5,33,38,3.6,4,4,8,0.4,0.8,0,12,0,3.5,919,130,910,129,99,1,2,5,0.2,0.5,37,38,4,4.1,9,14,1,1.5,0,12,0,3.5,0,12,0,3.5
97000US3603030,"Andover Central School District, NY",3603030,2014-2018,1,1792,180,1792,180,100,1.8,0,12,0,1.8,1792,180,100,1.8,1770,180,98.8,1.6,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,21,28,1.2,1.6,0,12,0,1.8,21,28,1.2,1.6,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,1,3,0.1,0.2,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,0,12,0,1.8,1792,180,1770,180,98.8,1.6,0,12,0,1.8,0,12,0,1.8,21,28,1.2,1.6,0,12,0,1.8,1,3,0.1,0.2
97000US3603180,"Ardsley Union Free School District, NY",3603180,2014-2018,1,9214,505,8964,514,97.3,1.6,250,145,2.7,1.6,8964,514,97.3,1.6,7332,543,79.6,3.8,397,188,4.3,2,9,15,0.1,0.2,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,1045,220,11.3,2.3,413,222,4.5,2.4,126,77,1.4,0.8,190,113,2.1,1.2,82,78,0.9,0.8,198,118,2.1,1.3,8,12,0.1,0.1,28,38,0.3,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,181,148,2,1.6,250,145,2.7,1.6,83,108,0.9,1.2,0,17,0,0.4,131,75,1.4,0.8,0,17,0,0.4,9214,505,7582,541,82.3,3.6,506,256,5.5,2.8,35,53,0.4,0.6,1176,215,12.8,2.2,0,17,0,0.4,191,142,2.1,1.5
97000US3603210,"Argyle Central School District, NY",3603210,2014-2018,1,3765,115,3745,116,99.5,0.3,20,13,0.5,0.3,3745,116,99.5,0.3,3727,119,99,0.6,6,10,0.2,0.3,9,19,0.2,0.5,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,3,5,0.1,0.1,20,13,0.5,0.3,16,13,0.4,0.3,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,3765,115,3743,118,99.4,0.6,24,18,0.6,0.5,9,19,0.2,0.5,0,12,0,0.9,2,3,0.1,0.1,7,6,0.2,0.2
97000US3603240,"Arkport Central School District, NY",3603240,2014-2018,1,2919,262,2887,269,98.9,0.9,32,26,1.1,0.9,2887,269,98.9,0.9,2850,265,97.6,1.5,7,10,0.2,0.4,0,12,0,1.1,0,12,0,1.1,0,12,0,1.1,0,12,0,1.1,0,12,0,1.1,7,9,0.2,0.3,0,12,0,1.1,4,6,0.1,0.2,0,12,0,1.1,0,12,0,1.1,3,6,0.1,0.2,0,12,0,1.1,0,12,0,1.1,0,12,0,1.1,0,12,0,1.1,0,12,0,1.1,0,12,0,1.1,0,12,0,1.1,23,29,0.8,1,32,26,1.1,0.9,2,5,0.1,0.2,30,25,1,0.9,0,12,0,1.1,0,12,0,1.1,2919,262,2882,257,98.7,1,9,12,0.3,0.4,30,25,1,0.9,7,9,0.2,0.3,0,12,0,1.1,23,29,0.8,1
97000US3603270,"Arlington Central School District, NY",3603270,2014-2018,1,57541,892,56011,925,97.3,0.6,1530,349,2.7,0.6,56011,925,97.3,0.6,47445,971,82.5,1.4,4716,583,8.2,1,213,133,0.4,0.2,0,28,0,0.1,0,28,0,0.1,0,28,0,0.1,0,28,0,0.1,2106,331,3.7,0.6,679,235,1.2,0.4,505,162,0.9,0.3,106,65,0.2,0.1,35,38,0.1,0.1,295,209,0.5,0.4,136,106,0.2,0.2,350,134,0.6,0.2,48,72,0.1,0.1,43,71,0.1,0.1,0,28,0,0.1,0,28,0,0.1,5,11,0,0.1,1483,382,2.6,0.7,1530,349,2.7,0.6,333,147,0.6,0.3,392,242,0.7,0.4,384,158,0.7,0.3,10,17,0,0.1,57541,892,48752,920,84.7,1.2,5212,608,9.1,1,656,281,1.1,0.5,2633,341,4.6,0.6,163,64,0.3,0.1,1756,420,3.1,0.7
97000US3603420,"Attica Central School District, NY",3603420,2014-2018,1,12957,269,12775,287,98.6,0.7,182,89,1.4,0.7,12775,287,98.6,0.7,10890,314,84,1.3,1535,170,11.8,1.3,138,81,1.1,0.6,8,16,0.1,0.1,0,19,0,0.3,0,19,0,0.3,0,19,0,0.3,22,32,0.2,0.2,0,19,0,0.3,8,16,0.1,0.1,0,19,0,0.3,0,19,0,0.3,6,9,0,0.1,8,16,0.1,0.1,0,19,0,0.3,0,19,0,0.3,0,19,0,0.3,0,19,0,0.3,0,19,0,0.3,0,19,0,0.3,190,113,1.5,0.9,182,89,1.4,0.7,96,83,0.7,0.6,0,19,0,0.3,13,22,0.1,0.2,20,23,0.2,0.2,12957,269,11021,312,85.1,1.3,1684,169,13,1.3,164,85,1.3,0.7,44,41,0.3,0.3,0,19,0,0.3,234,122,1.8,1
97000US3603480,"Auburn City School District, NY",3603480,2014-2018,1,32861,361,31734,417,96.6,0.7,1127,231,3.4,0.7,31734,417,96.6,0.7,28708,422,87.4,0.8,2509,232,7.6,0.7,160,116,0.5,0.4,8,15,0,0.1,0,25,0,0.1,0,25,0,0.1,0,25,0,0.1,213,103,0.6,0.3,86,113,0.3,0.3,11,14,0,0.1,28,32,0.1,0.1,65,76,0.2,0.2,0,25,0,0.1,23,29,0.1,0.1,0,25,0,0.1,0,25,0,0.1,0,25,0,0.1,0,25,0,0.1,0,25,0,0.1,0,25,0,0.1,144,65,0.4,0.2,1127,231,3.4,0.7,507,153,1.5,0.5,241,87,0.7,0.3,189,89,0.6,0.3,7,11,0,0.1,32861,361,29794,433,90.7,0.9,3063,203,9.3,0.6,489,138,1.5,0.4,434,103,1.3,0.3,0,25,0,0.1,311,135,0.9,0.4
97000US3616170,"AuSable Valley Central School District, NY",3616170,2014-2018,1,9050,451,8920,450,98.6,0.7,130,66,1.4,0.7,8920,450,98.6,0.7,8827,458,97.5,1,33,32,0.4,0.4,26,28,0.3,0.3,0,17,0,0.4,1,3,0,0.1,0,17,0,0.4,0,17,0,0.4,7,8,0.1,0.1,0,17,0,0.4,3,5,0,0.1,0,17,0,0.4,1,4,0,0.1,3,5,0,0.1,0,17,0,0.4,0,17,0,0.4,2,4,0,0.1,0,17,0,0.4,0,17,0,0.4,0,17,0,0.4,2,4,0,0.1,25,32,0.3,0.4,130,66,1.4,0.7,12,11,0.1,0.1,89,58,1,0.6,2,3,0,0.1,1,2,0,0.1,9050,451,8944,457,98.8,0.7,56,32,0.6,0.4,118,72,1.3,0.8,17,16,0.2,0.2,7,11,0.1,0.1,41,39,0.5,0.4
97000US3600016,"Averill Park Central School District, NY",3600016,2014-2018,1,18776,766,18574,773,98.9,0.8,202,151,1.1,0.8,18574,773,98.9,0.8,18241,800,97.2,1.4,108,72,0.6,0.4,119,149,0.6,0.8,0,19,0,0.2,0,19,0,0.2,0,19,0,0.2,0,19,0,0.2,93,84,0.5,0.4,0,19,0,0.2,38,44,0.2,0.2,0,19,0,0.2,44,70,0.2,0.4,11,20,0.1,0.1,0,19,0,0.2,0,19,0,0.2,0,19,0,0.2,0,19,0,0.2,0,19,0,0.2,0,19,0,0.2,0,19,0,0.2,13,17,0.1,0.1,202,151,1.1,0.8,58,72,0.3,0.4,10,12,0.1,0.1,132,132,0.7,0.7,0,19,0,0.2,18776,766,18443,787,98.2,1,166,120,0.9,0.6,129,151,0.7,0.8,225,178,1.2,0.9,0,19,0,0.2,15,18,0.1,0.1
97000US3603630,"Avoca Central School District, NY",3603630,2014-2018,1,3289,272,3274,271,99.5,0.3,15,11,0.5,0.3,3274,271,99.5,0.3,3196,256,97.2,1.4,36,37,1.1,1.1,6,9,0.2,0.3,0,12,0,1,0,12,0,1,0,12,0,1,0,12,0,1,7,10,0.2,0.3,0,12,0,1,0,12,0,1,7,10,0.2,0.3,0,12,0,1,0,12,0,1,0,12,0,1,0,12,0,1,10,11,0.3,0.3,3,4,0.1,0.1,7,10,0.2,0.3,0,12,0,1,0,12,0,1,19,15,0.6,0.5,15,11,0.5,0.3,0,12,0,1,6,7,0.2,0.2,4,6,0.1,0.2,0,12,0,1,3289,272,3211,257,97.6,1.4,38,38,1.2,1.1,17,13,0.5,0.4,14,15,0.4,0.4,10,11,0.3,0.3,19,15,0.6,0.5
97000US3603660,"Avon Central School District, NY",3603660,2014-2018,1,6930,212,6794,243,98,1.8,136,127,2,1.8,6794,243,98,1.8,6624,297,95.6,2.8,11,16,0.2,0.2,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,135,141,1.9,2,0,17,0,0.5,11,22,0.2,0.3,124,140,1.8,2,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,0,17,0,0.5,24,33,0.3,0.5,136,127,2,1.8,0,17,0,0.5,122,128,1.8,1.8,14,23,0.2,0.3,0,17,0,0.5,6930,212,6760,275,97.5,2.2,11,16,0.2,0.2,122,128,1.8,1.8,149,147,2.2,2.1,0,17,0,0.5,24,33,0.3,0.5
